OSM_id,X_Noise_DB
35356136,55.0
35356138,55.0
35869453,55.0
35869453,55.0
35869453,55.0
35869453,55.0
35880366,55.0
37032626,55.0
37032756,55.0
37032986,55.0
37861609,55.0
37861609,55.0
38454715,55.0
38454715,55.0
39362273,55.0
39362273,55.0
39433348,55.0
39433348,55.0
39626256,55.0
39626256,55.0
39626256,55.0
39626256,55.0
39626256,55.0
39626256,55.0
39626257,55.0
39626257,55.0
39626257,55.0
39626257,55.0
39626257,55.0
39626257,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39626258,55.0
39913421,55.0
40339972,55.0
40339972,55.0
40339972,55.0
40388683,55.0
40917658,55.0
40917658,55.0
40917659,55.0
40917661,55.0
40917661,55.0
40917661,55.0
40917661,55.0
40917661,55.0
40917661,55.0
40917661,55.0
40917661,55.0
40917661,55.0
41173486,55.0
41173487,55.0
41173487,55.0
41173495,55.0
41173495,55.0
41173495,55.0
41173495,55.0
41173495,55.0
41173495,55.0
41175973,55.0
41597575,55.0
41597575,55.0
41597575,55.0
41597575,55.0
41832333,55.0
41832333,55.0
41832783,55.0
41832783,55.0
41832783,55.0
41832783,55.0
41880099,55.0
41880099,55.0
42171457,55.0
42171466,55.0
42171466,55.0
42171473,55.0
42186077,55.0
42186077,55.0
42186077,55.0
42186086,55.0
42186086,55.0
42186086,55.0
42402210,55.0
42457046,55.0
43265138,55.0
43265138,55.0
43265140,55.0
43265141,55.0
43265141,55.0
43554938,55.0
43653079,55.0
43653082,55.0
44085644,55.0
44500576,55.0
44500576,55.0
45333241,55.0
46246004,55.0
46246004,55.0
48402173,55.0
48402173,55.0
51728146,55.0
51728146,55.0
56045230,55.0
56045230,55.0
56045235,55.0
56045242,55.0
56236541,55.0
56236541,55.0
56236541,55.0
56236541,55.0
56236541,55.0
56976556,55.0
56976556,55.0
58672226,55.0
59485142,55.0
59548404,55.0
59548404,55.0
67086633,55.0
67086633,55.0
73293887,55.0
73293894,55.0
73293894,55.0
76732306,55.0
76732306,55.0
76732306,55.0
76732306,55.0
76732306,55.0
76732306,55.0
76732306,55.0
76732306,55.0
76732306,55.0
76732306,55.0
77934051,55.0
77934051,55.0
77934051,55.0
77934056,55.0
77935522,55.0
77935522,55.0
77935522,55.0
77935522,55.0
77935522,55.0
78331859,55.0
78331859,55.0
78331859,55.0
78331861,55.0
78331874,55.0
78331874,55.0
78331874,55.0
78331874,55.0
78331874,55.0
78331874,55.0
78331874,55.0
78331874,55.0
78331874,55.0
78331874,55.0
78331874,55.0
78722611,55.0
78722611,55.0
80305906,55.0
80305908,55.0
80305909,55.0
80305910,55.0
80305917,55.0
80305919,55.0
80305919,55.0
80305919,55.0
80305919,55.0
80305919,55.0
80401763,55.0
80401765,55.0
80401765,55.0
80401766,55.0
80401766,55.0
80415294,55.0
80415294,55.0
81915624,55.0
81915624,55.0
82239717,55.0
82239718,55.0
82284049,55.0
82284049,55.0
82486574,55.0
82486574,55.0
82486574,55.0
82486574,55.0
84270835,55.0
84270837,55.0
84270837,55.0
84617639,55.0
84617639,55.0
84617646,55.0
85482782,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512385,55.0
85512386,55.0
85512386,55.0
85512386,55.0
85512386,55.0
85512396,55.0
85512396,55.0
85512603,55.0
85513380,55.0
85550706,55.0
85550706,55.0
86404728,55.0
86444383,55.0
86444383,55.0
86444383,55.0
86792302,55.0
86792307,55.0
86792309,55.0
87497558,55.0
88340155,55.0
88340155,55.0
88340155,55.0
88340155,55.0
89587533,55.0
89587533,55.0
92134447,55.0
92134447,55.0
95418166,55.0
95418171,55.0
95418189,55.0
95418190,55.0
95418197,55.0
95418200,55.0
95784261,55.0
95784261,55.0
95784261,55.0
95801995,55.0
96600573,55.0
96600573,55.0
97919225,55.0
97919225,55.0
97921065,55.0
97921065,55.0
97921065,55.0
97923083,55.0
102153879,55.0
102153879,55.0
105745945,55.0
105745945,55.0
105745945,55.0
105745945,55.0
105745945,55.0
105745945,55.0
109366608,55.0
109874905,55.0
111094784,55.0
111183324,55.0
111183324,55.0
111183324,55.0
111183324,55.0
111183324,55.0
112122363,55.0
112122363,55.0
112838436,55.0
112838436,55.0
113546560,55.0
122624446,55.0
122624446,55.0
122624447,55.0
122624447,55.0
122624448,55.0
122624448,55.0
122624449,55.0
122624450,55.0
122634134,55.0
122634135,55.0
122634135,55.0
123144363,55.0
123144363,55.0
123144364,55.0
123304144,55.0
123304144,55.0
123459256,55.0
123459256,55.0
123459256,55.0
123459258,55.0
123459258,55.0
124024491,55.0
124026275,55.0
125684101,55.0
125684101,55.0
125689480,55.0
125689486,55.0
125689486,55.0
125689491,55.0
125689491,55.0
129372545,55.0
129532205,55.0
129532206,55.0
129532208,55.0
129533550,55.0
129533551,55.0
129533552,55.0
130061802,55.0
130061805,55.0
130061806,55.0
130996783,55.0
130996783,55.0
130996783,55.0
130996783,55.0
130996783,55.0
130996783,55.0
131824565,55.0
131824565,55.0
131824565,55.0
131824565,55.0
131824565,55.0
132429709,55.0
132429709,55.0
132530616,55.0
132530617,55.0
132749329,55.0
132808740,55.0
132808743,55.0
132808749,55.0
132808749,55.0
132808752,55.0
132809794,55.0
132809794,55.0
132809794,55.0
132809794,55.0
132832283,55.0
132832283,55.0
132848898,55.0
132848900,55.0
132848902,55.0
132848902,55.0
132848903,55.0
132848904,55.0
132930606,55.0
133113954,55.0
133113954,55.0
133113954,55.0
133113954,55.0
133113959,55.0
133113959,55.0
133498090,55.0
133498090,55.0
133498090,55.0
133498090,55.0
133498090,55.0
134248049,55.0
134248049,55.0
134248050,55.0
134248050,55.0
134248050,55.0
134248053,55.0
134248058,55.0
134248063,55.0
134248071,55.0
134248074,55.0
134248074,55.0
134248074,55.0
134248074,55.0
134248074,55.0
136300349,55.0
136300349,55.0
136300352,55.0
136300356,55.0
136300356,55.0
137713847,55.0
137713851,55.0
137713852,55.0
137713852,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138324261,55.0
138488460,55.0
138956967,55.0
138956967,55.0
140313363,55.0
140313366,55.0
140313368,55.0
140313374,55.0
140313374,55.0
140313374,55.0
140313374,55.0
140313384,55.0
140313386,55.0
140313387,55.0
140313388,55.0
140313399,55.0
140315916,55.0
140315916,55.0
140315917,55.0
140315939,55.0
140315939,55.0
140315946,55.0
140315946,55.0
140315947,55.0
140315947,55.0
140368732,55.0
140368732,55.0
140368732,55.0
140368732,55.0
140368732,55.0
140368732,55.0
140368764,55.0
140368794,55.0
140368794,55.0
140438152,55.0
140438156,55.0
140438158,55.0
140438159,55.0
140438164,55.0
140438165,55.0
140438165,55.0
140438165,55.0
140438165,55.0
140438165,55.0
140438168,55.0
140538144,55.0
140538144,55.0
140544898,55.0
144520639,55.0
144520640,55.0
144520644,55.0
144520654,55.0
144520661,55.0
144910107,55.0
144910107,55.0
146853051,55.0
151412051,55.0
152843205,55.0
152843209,55.0
152843210,55.0
152843210,55.0
154012348,55.0
154012348,55.0
154012351,55.0
154012351,55.0
154012352,55.0
154012352,55.0
154539082,55.0
154539082,55.0
154539082,55.0
154539082,55.0
154539082,55.0
154539082,55.0
154539082,55.0
154994427,55.0
154994428,55.0
154994435,55.0
155693625,55.0
156205525,55.0
156205525,55.0
156205525,55.0
156205525,55.0
156205525,55.0
156205525,55.0
156515882,55.0
159024110,55.0
161018498,55.0
161018498,55.0
161855575,55.0
161855577,55.0
161870440,55.0
161870440,55.0
161870440,55.0
161870440,55.0
162618734,55.0
162618734,55.0
164289203,55.0
164289203,55.0
164289204,55.0
164289204,55.0
164289204,55.0
164289204,55.0
165514077,55.0
165514077,55.0
166770194,55.0
166770194,55.0
166770203,55.0
166770203,55.0
167813965,55.0
167813965,55.0
167813965,55.0
167813966,55.0
167813966,55.0
170051087,55.0
170051090,55.0
170051091,55.0
170056773,55.0
170056778,55.0
170056779,55.0
170056779,55.0
170056779,55.0
170056781,55.0
170056781,55.0
170056781,55.0
171049848,55.0
171049848,55.0
171049849,55.0
171049849,55.0
171049851,55.0
171049851,55.0
171049856,55.0
171049856,55.0
171049858,55.0
171049858,55.0
171049880,55.0
171049880,55.0
171049880,55.0
171049880,55.0
171049895,55.0
171049897,55.0
171463309,55.0
171463325,55.0
171463326,55.0
171464853,55.0
171464856,55.0
171464858,55.0
171464859,55.0
171464859,55.0
171464859,55.0
171464876,55.0
171464876,55.0
171706053,55.0
171706053,55.0
171706055,55.0
171706055,55.0
171706129,55.0
171706129,55.0
171706149,55.0
171706149,55.0
171706150,55.0
171706150,55.0
171706150,55.0
171706152,55.0
171706152,55.0
172075923,55.0
172075923,55.0
172075923,55.0
172075923,55.0
172081969,55.0
172081969,55.0
172081970,55.0
172081970,55.0
172081970,55.0
172081970,55.0
173140561,55.0
175757476,55.0
175859045,55.0
175859045,55.0
175859047,55.0
175859047,55.0
177137462,55.0
177137462,55.0
177137462,55.0
177137463,55.0
177137464,55.0
177137467,55.0
177137471,55.0
177137471,55.0
177137476,55.0
177137479,55.0
177505990,55.0
177505990,55.0
177505990,55.0
177505990,55.0
177505990,55.0
177519154,55.0
177519467,55.0
177658177,55.0
177658178,55.0
177658178,55.0
177658438,55.0
177658438,55.0
177659524,55.0
178794552,55.0
178794553,55.0
178794553,55.0
178794557,55.0
178794557,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024912,55.0
179024920,55.0
179024923,55.0
179024923,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024949,55.0
179024958,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179221265,55.0
179966553,55.0
179967083,55.0
180392669,55.0
180392669,55.0
180392669,55.0
180392669,55.0
180755097,55.0
180993941,55.0
182392240,55.0
182504351,55.0
182504351,55.0
182504351,55.0
182504351,55.0
182504352,55.0
182504352,55.0
182504352,55.0
182504352,55.0
182504352,55.0
182504352,55.0
182504806,55.0
182693728,55.0
182695329,55.0
182695329,55.0
183089699,55.0
183090192,55.0
183090197,55.0
183090198,55.0
183090199,55.0
183090199,55.0
183090199,55.0
183090199,55.0
183090201,55.0
183090203,55.0
183090203,55.0
183090203,55.0
183090203,55.0
183090203,55.0
183090206,55.0
183090207,55.0
183090207,55.0
183090208,55.0
183090208,55.0
183090208,55.0
183090211,55.0
183090211,55.0
183090211,55.0
183090211,55.0
183090213,55.0
183090213,55.0
183090214,55.0
183090214,55.0
183090214,55.0
183090215,55.0
183090215,55.0
183090216,55.0
183090216,55.0
183090217,55.0
183090217,55.0
183090218,55.0
183090218,55.0
183090218,55.0
183090218,55.0
184616749,55.0
186135101,55.0
186135111,55.0
186135111,55.0
186135114,55.0
192592627,55.0
192592627,55.0
192592627,55.0
192592630,55.0
192592630,55.0
192593494,55.0
192593494,55.0
192593495,55.0
192593500,55.0
192593500,55.0
192593500,55.0
192593500,55.0
192593500,55.0
192593501,55.0
192593501,55.0
192593501,55.0
192593501,55.0
192593501,55.0
192593501,55.0
192593501,55.0
192593503,55.0
192593503,55.0
192593503,55.0
192597454,55.0
192597454,55.0
196902750,55.0
209819121,55.0
210989758,55.0
210993081,55.0
210993086,55.0
210993086,55.0
210993830,55.0
210994638,55.0
210994638,55.0
210994638,55.0
213816065,55.0
213816065,55.0
215286297,55.0
215286298,55.0
215827956,55.0
215827956,55.0
216884503,55.0
218286387,55.0
218286387,55.0
218286389,55.0
218286389,55.0
218601757,55.0
218601757,55.0
218601757,55.0
218601757,55.0
220362699,55.0
220362793,55.0
220362793,55.0
220511941,55.0
220625047,55.0
220625050,55.0
220625050,55.0
220625050,55.0
220625050,55.0
221300692,55.0
221300692,55.0
221300692,55.0
221300692,55.0
221635652,55.0
221635653,55.0
221635654,55.0
221635655,55.0
221635655,55.0
222982686,55.0
222983053,55.0
224008294,55.0
224907962,55.0
228649574,55.0
228883438,55.0
228883438,55.0
230820249,55.0
235040354,55.0
235829894,55.0
235829894,55.0
235829894,55.0
237358379,55.0
237397873,55.0
237397873,55.0
237397873,55.0
237397873,55.0
237397873,55.0
237397873,55.0
240320243,55.0
240320243,55.0
240320245,55.0
240320245,55.0
240320247,55.0
240320248,55.0
240320250,55.0
240320250,55.0
240517906,55.0
240517906,55.0
240517906,55.0
240517906,55.0
242962441,55.0
242962441,55.0
242962441,55.0
242962441,55.0
242962441,55.0
242962441,55.0
242962441,55.0
242962441,55.0
242962441,55.0
242962441,55.0
242962441,55.0
242962441,55.0
244425233,55.0
256160023,55.0
256282407,55.0
256282409,55.0
263437179,55.0
264000822,55.0
264000822,55.0
264000823,55.0
264000824,55.0
264000831,55.0
266158406,55.0
266158411,55.0
266158411,55.0
266160359,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161712,55.0
266161714,55.0
266161714,55.0
266161714,55.0
266161714,55.0
266161715,55.0
266161715,55.0
266161715,55.0
266161715,55.0
266161715,55.0
266162452,55.0
266162452,55.0
266162907,55.0
266163199,55.0
266163199,55.0
266163199,55.0
266163199,55.0
266165617,55.0
266165619,55.0
266165620,55.0
266165620,55.0
266165620,55.0
266165725,55.0
266165727,55.0
266165727,55.0
266165727,55.0
266166456,55.0
266168062,55.0
266188545,55.0
266188546,55.0
266189799,55.0
266189799,55.0
272086631,55.0
272086631,55.0
272258417,55.0
289494092,55.0
289494092,55.0
289494092,55.0
289494092,55.0
289494092,55.0
289494092,55.0
289494092,55.0
291219905,55.0
291219913,55.0
291219916,55.0
291219916,55.0
291219917,55.0
292067086,55.0
292754494,55.0
292754494,55.0
295291377,55.0
295291377,55.0
299071324,55.0
299071326,55.0
299071326,55.0
299071337,55.0
299077821,55.0
299079406,55.0
299079407,55.0
299079407,55.0
299079407,55.0
299079410,55.0
299079412,55.0
299522506,55.0
299522506,55.0
299522509,55.0
299522509,55.0
299528559,55.0
299528559,55.0
299707946,55.0
299707952,55.0
299707963,55.0
299707970,55.0
299707970,55.0
299707970,55.0
299744399,55.0
300068888,55.0
300942186,55.0
300959075,55.0
304839787,55.0
304839791,55.0
305408549,55.0
305408549,55.0
305408549,55.0
305408549,55.0
306456034,55.0
306456034,55.0
307618917,55.0
307829871,55.0
307829872,55.0
309538104,55.0
310213566,55.0
314694638,55.0
314694639,55.0
314694817,55.0
315107765,55.0
315107765,55.0
315107765,55.0
315107765,55.0
322310895,55.0
322310895,55.0
322310895,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016497,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
330016501,55.0
331248357,55.0
331248357,55.0
331248357,55.0
331248357,55.0
331249368,55.0
331249368,55.0
331249368,55.0
331249368,55.0
331250451,55.0
331250451,55.0
331250451,55.0
331250451,55.0
331250452,55.0
331250452,55.0
332807898,55.0
332807899,55.0
332807901,55.0
332807901,55.0
332807903,55.0
332807903,55.0
332810731,55.0
332810731,55.0
332810733,55.0
333031513,55.0
333031513,55.0
333031898,55.0
333031899,55.0
334274966,55.0
334274966,55.0
334274967,55.0
334274967,55.0
334274967,55.0
334274967,55.0
334274967,55.0
334274967,55.0
334274969,55.0
334274969,55.0
334556602,55.0
334557105,55.0
334557105,55.0
335541297,55.0
335541297,55.0
335541297,55.0
335541297,55.0
335541297,55.0
335541297,55.0
335541297,55.0
335541297,55.0
335541297,55.0
338082662,55.0
338082689,55.0
338082693,55.0
338083855,55.0
338573834,55.0
339272593,55.0
341439302,55.0
341439302,55.0
341439302,55.0
341439302,55.0
342552095,55.0
342552095,55.0
349663305,55.0
349663305,55.0
349663305,55.0
349846140,55.0
349846140,55.0
349846140,55.0
349846140,55.0
355984091,55.0
355984091,55.0
355984091,55.0
355984091,55.0
355984091,55.0
355984091,55.0
356080902,55.0
356081079,55.0
356585344,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364021791,55.0
364421359,55.0
364421359,55.0
364421359,55.0
364421359,55.0
364421365,55.0
364421365,55.0
364586646,55.0
364586646,55.0
364586667,55.0
364586671,55.0
364586671,55.0
364586671,55.0
367004704,55.0
368496946,55.0
368496946,55.0
368498067,55.0
368500228,55.0
368614751,55.0
370420952,55.0
370420952,55.0
370420952,55.0
370420952,55.0
370421155,55.0
370421155,55.0
370421155,55.0
370421367,55.0
386434542,55.0
386434544,55.0
386434544,55.0
386434544,55.0
386434544,55.0
386442150,55.0
386442150,55.0
386442151,55.0
386442152,55.0
386442152,55.0
386442153,55.0
386442280,55.0
386442281,55.0
387040989,55.0
387040990,55.0
387040990,55.0
387040990,55.0
387040991,55.0
387040991,55.0
387040992,55.0
387040992,55.0
387040994,55.0
387040994,55.0
387040995,55.0
387040996,55.0
387040996,55.0
387040997,55.0
387040998,55.0
387040998,55.0
387040998,55.0
387040998,55.0
387040999,55.0
387040999,55.0
387040999,55.0
387308522,55.0
387308532,55.0
394287909,55.0
397183922,55.0
402607702,55.0
402963470,55.0
402963470,55.0
402963470,55.0
402963470,55.0
402963473,55.0
408848504,55.0
412747879,55.0
412747879,55.0
412747879,55.0
413928735,55.0
413928735,55.0
426140330,55.0
427002133,55.0
427683769,55.0
427684130,55.0
427684400,55.0
428703267,55.0
428703268,55.0
428703270,55.0
428703270,55.0
428894395,55.0
428894395,55.0
428895482,55.0
428895482,55.0
428895482,55.0
428895482,55.0
428895482,55.0
