index,OSM_id
1494,288820270
1495,289494092
1496,289763569
1497,289888962
1498,289956973
1499,291397578
1500,292754494
1501,295993928
1502,296051626
1503,296083905
1504,296083910
1505,296180001
1506,296235504
1507,296767051
1508,297105791
1509,298495983
1510,298495986
1511,298877065
1512,299068899
1513,300418853
1514,301079512
1515,301192525
1516,301503168
1517,301583115
1518,301776555
1519,301848053
1520,302023524
1521,302835876
1522,304078976
1523,304444588
1524,304780255
1525,305229480
1526,305316222
1527,305530892
1528,306012688
1529,306012689
1530,306323815
1531,306456034
1532,306673054
1533,306697206
1534,307436995
1535,307917320
1536,308722799
1537,308725034
1538,308725061
1539,309731071
1540,310212054
1541,310416311
1542,311145909
1543,311381815
1544,311439289
1545,312409044
1546,312409050
1547,312409051
1548,312835049
1549,313123083
1550,313125807
1551,313370337
1552,313724642
1553,314159876
1554,314213329
1555,314396749
1556,316488918
1557,316499831
1558,316509069
1559,316705321
1560,317690629
1561,317690631
1562,317788996
1563,318311044
1564,323451511
1565,323705566
1566,326205810
1567,326353820
1568,326810181
1569,327223068
1570,328255804
1571,328257251
1572,328439992
1573,328660112
1574,328753523
1575,328836211
1576,330016497
1577,330016501
1578,330016503
1579,330026282
1580,330029408
1581,330062466
1582,330063681
1583,330192679
1584,330229671
1585,330239773
1586,330900349
1587,330904216
1588,331031313
1589,331090750
1590,331102266
1591,331108098
1592,331377195
1593,331442222
1594,331545000
1595,331579446
1596,332304715
1597,333031513
1598,333156366
1599,333156368
1600,333326808
1601,333329866
1602,333333512
1603,333566781
1604,334274967
1605,334601141
1606,335541297
1607,335635769
1608,337470015
1609,337470020
1610,338082667
1611,338082672
1612,338082680
1613,338082686
1614,338082687
1615,338082688
1616,338082695
1617,339725035
1618,339802953
1619,342717769
1620,343027149
1621,343027150
1622,343188722
1623,343475028
1624,343475043
1625,344350320
1626,345997814
1627,348331145
1628,349048288
1629,349640572
1630,349640583
1631,349896697
1632,351431178
1633,351514240
1634,351514287
1635,351524074
1636,351524081
1637,352123020
1638,352242700
1639,353026553
1640,353182117
1641,353281005
1642,355253482
1643,355253483
1644,355253484
1645,356075661
1646,359488699
1647,359492349
1648,362990547
1649,363082884
1650,363097105
1651,364021791
1652,364031093
1653,364208573
1654,364208574
1655,364586640
1656,364909926
1657,366632439
1658,366633023
1659,366727540
1660,367001373
1661,368297473
1662,368303266
1663,368500227
1664,368993396
1665,369150317
1666,369151045
1667,370965163
1668,371261973
1669,371574213
1670,372024010
1671,372188256
1672,373647231
1673,376517916
1674,376517920
1675,376517921
1676,379525776
1677,379525777
1678,387478225
1679,404406718
1680,404406720
1681,404491055
1682,407945890
1683,410843697
1684,412347685
1685,412747891
1686,413928735
1687,413952199
1688,413952202
1689,413952213
1690,413952231
1691,414550473
1692,416070209
1693,416955274
1694,416955300
1695,417363780
1696,419503378
1697,423117387
1698,425378698
1699,425755202
1700,426790102
1701,426790106
1702,426790113
1703,426790115
1704,427173907
1705,428894395
1706,428895482
1707,430412980
1708,432056841
1709,432321127
1710,432321142
1711,435109614
1712,435469712
1713,439725246
1714,439986425
1715,440102238
1716,442599443
1717,442600425
1718,443763783
1719,443801796
1720,443977022
1721,457665313
1722,461877530
1723,463124698
1724,463267574
1725,463267575
1726,465145488
1727,465425217
1728,465425218
1729,465927362
1730,466147547
1731,470993046
1732,475478524
1733,476091390
1734,476091392
1735,476091403
1736,476091407
1737,476091417
1738,476091424
1739,476091427
1740,476091428
1741,478625470
1742,483473151
1743,484422313
1744,484786972
1745,487166537
1746,488271837
1747,488345062
1748,492999904
1749,497171373
1750,503410614
1751,513484979
1752,514306363
1753,516560261
1754,519411015
1755,519763736
1756,520965301
1757,523872638
1758,524187932
1759,525126425
1760,525240095
1761,525243916
1762,525363689
1763,528117912
1764,528993398
1765,529393426
1766,534241339
1767,534538289
1768,534754531
1769,537442496
1770,538952405
1771,539916810
1772,540033966
1773,543480471
1774,546543475
1775,548161594
1776,552447474
1777,552615036
1778,554535672
1779,554699326
1780,557386653
1781,559100895
1782,560325308
1783,569694251
1784,569694256
1785,571601808
1786,571601809
1787,571601812
1788,571612351
1789,574788685
1790,574788686
1791,574788727
1792,574803232
1793,575574022
1794,575574029
1795,575704669
1796,575704670
1797,576456975
1798,577745359
1799,580103815
1800,580818652
1801,582286858
1802,582286870
1803,582290676
1804,584114353
1805,584114361
1806,584114362
1807,585150475
1808,585990783
1809,585990793
1810,592192066
1811,593108315
1812,606008469
1813,606078447
1814,606238126
1815,608910621
1816,609208664
1817,609208668
1818,609208672
1819,609208699
1820,613356156
1821,617132666
1822,620548748
1823,626938277
1824,626938278
1825,626942404
1826,626944151
1827,626944153
1828,628777085
1829,628777091
1830,628777093
1831,634098129
1832,635683983
1833,638812299
1834,638812300
1835,639244857
1836,639527198
1837,640295429
1838,640329690
1839,640329692
1840,640342211
1841,641825867
1842,642129591
1843,642783115
1844,644578763
1845,644589133
1846,648860207
1847,651581356
1848,651721873
1849,654803115
1850,654803121
1851,655594355
1852,658564565
1853,667214001
1854,669312474
1855,669312478
1856,674689745
1857,677423474
1858,687307424
1859,691446491
1860,692229813
1861,692789207
1862,693475820
1863,693580007
1864,694719410
1865,695647265
1866,695647267
1867,695647269
1868,696680898
1869,697173138
1870,697756931
1871,697756936
1872,698004129
1873,700857489
1874,707213187
1875,707213207
1876,707213220
1877,707213222
1878,707213251
1879,710545423
1880,718856414
1881,718856425
1882,719346088
1883,719375604
1884,722929058
1885,722929059
1886,722929060
1887,722929061
1888,725091392
1889,726086202
1890,728028099
1891,729234417
1892,729801488
1893,730142825
1894,730204419
1895,731142073
1896,731595834
1897,731914193
1898,731914194
1899,732141793
1900,733312747
1901,734743974
1902,735292804
1903,737050762
1904,737262556
1905,737628553
1906,741050774
1907,753632724
1908,754876310
1909,759559121
1910,759634114
1911,763157497
1912,764582950
1913,777949076
1914,782116887
1915,783022903
1916,785455444
1917,787922446
1918,789668051
1919,791261954
1920,797819200
1921,799204431
1922,800689143
1923,803452791
1924,803471751
1925,804237723
1926,804237729
1927,804237734
1928,804237745
1929,804276684
1930,804276708
1931,804276709
1932,804838633
1933,804838636
1934,809902746
1935,809902747
1936,812586098
1937,814535512
1938,818408898
1939,818837941
1940,818837958
1941,818837959
1942,818837960
1943,818837969
1944,824285008
1945,824288985
1946,825810876
1947,830839790
1948,836324922
1949,836813584
1950,837018725
1951,837997148
1952,837997151
1953,839402626
1954,839803107
1955,839803108
1956,839803110
1957,839803111
1958,839803112
1959,844994389
1960,846408910
1961,848433714
1962,848807000
1963,852319713
1964,854168921
1965,854474523
1966,858383123
1967,858482240
1968,858507308
1969,860660873
1970,862095301
1971,862549697
1972,865263419
1973,869248330
1974,870387987
1975,870387992
1976,872888725
1977,875812345
1978,875812346
1979,875812347
1980,875812348
1981,876246094
1982,877446755
1983,877448149
1984,877448157
1985,877448158
1986,878159434
1987,878159436
1988,878198016
1989,878198019
1990,878894666
1991,879257154
1992,879748804
1993,880650278
1994,882854849
1995,883135489
1996,885138967
1997,889565311
1998,890933907
1999,890973612
2000,900490572
2001,903757093
2002,908437451
2003,908437452
2004,912809888
